"META","","","ESTRUCTURAL","","","","","","","LOCACIONAL","","","","","SEGURIDAD","","TCO","","","","","TARGET","",""
"SHV-1046","Habi","Venta","Apartamento","54","2","1","No","No","58","Tunjuelito","Tunjuelito","2","4.580025","-74.113029","190","5.25","48000","144","71000","50000","169000","112600000","630000","112600000"
"SHV-1047","Properati","Venta","Apartamento","68","3","3","No","No","18","Bosa","Apogeo","2","4.641549","-74.21034","160","6.24","42000","121","89000","7000","138000","154100000","760000","154100000"
"SHV-1048","Habi","Venta","Apartamento","74","3","2","No","No","27","Kennedy","Carvajal","3","4.622504","-74.153178","230","3.95","64000","132","104000","210000","378000","310000000","1730000","310000000"
"SHV-1049","FincaRaíz","Venta","Apartamento","66","2","1","Sí","No","27","Fontibón","Fontibón","3","4.683587","-74.138264","200","4.93","67000","140","111000","134000","312000","262300000","1050000","262300000"
"SHV-1050","FincaRaíz","Venta","Casa","81","2","1","No","No","52","Engativá","Engativá","3","4.682997","-74.131323","175","5.75","59000","171","83000","134000","276000","350000000","1600000","350000000"
"SHV-1051","Properati","Venta","Casa","70","2","1","No","No","21","Suba","Niza","3","4.748253","-74.082074","195","5.09","71000","190","84000","0","155000","306500000","1690000","306500000"
"SHV-1052","FincaRaíz","Venta","Casa","66","4","4","Sí","No","40","Barrios Unidos","Los Andes","3","4.654746","-74.070262","265","2.8","76000","177","103000","0","179000","239600000","1340000","239600000"
"SHV-1053","Habi","Venta","Apartamento","115","2","2","Sí","Sí","19","Teusaquillo","Galerías","5","4.614788","-74.073958","300","1.65","159000","251","258000","707000","1124000","1050300000","5500000","1050300000"
"SHV-1054","Habi","Venta","Apartamento","49","3","2","No","No","56","Los Mártires","Ricaurte","3","4.594083","-74.094625","280","2.31","58000","116","93000","147000","298000","184400000","850000","184400000"
"SHV-1055","Metrocuadrado","Venta","Apartamento","37","3","2","No","No","45","Antonio Nariño","Antonio Nariño","2","4.562354","-74.103175","220","4.27","31000","104","38000","10000","79000","81700000","380000","81700000"
"SHV-1056","Properati","Arriendo","Apartamento","89","4","4","Sí","Sí","44","Puente Aranda","Puente Aranda","4","4.619062","-74.100846","245","3.45","78000","206","177000","375000","630000","559200000","3320000","3320000"
"SHV-1057","FincaRaíz","Venta","Casa","76","3","3","No","Sí","27","La Candelaria","La Candelaria","3","4.58439","-74.054772","310","1.33","83000","158","118000","0","201000","230000000","1120000","230000000"
"SHV-1058","Metrocuadrado","Venta","Apartamento","66","3","3","Sí","Sí","53","Rafael Uribe Uribe","Marco Fidel Suárez","2","4.557854","-74.107266","200","4.93","29000","150","88000","10000","127000","151600000","740000","151600000"
"SHV-1059","FincaRaíz","Arriendo","Apartamento","67","2","1","No","No","15","Ciudad Bolívar","Tesoro","2","4.525699","-74.180269","170","5.91","44000","117","85000","77000","206000","167100000","850000","850000"
"SHV-1060","Properati","Venta","Casa","66","1","1","No","No","35","Sumapaz","Sumapaz","2","4.278494","-74.357942","45","10","43000","119","86000","0","129000","162200000","780000","162200000"
"SHV-1061","Properati","Venta","Casa","212","4","4","Sí","Sí","19","Usaquén","Usaquén","6","4.719603","-74.016495","180","5.58","279000","395","614000","0","893000","2312100000","11800000","2312100000"
"SHV-1062","Metrocuadrado","Arriendo","Apartamento","143","4","3","Sí","Sí","39","Chapinero","Chico Lago","6","4.64057","-74.042853","320","1","200000","365","431000","1605000","2236000","1957400000","9520000","9520000"
"SHV-1063","Habi","Venta","Apartamento","45","2","1","No","No","50","Santa Fe","Las Cruces","2","4.625339","-74.102921","290","1.98","30000","122","51000","13000","94000","105200000","590000","105200000"
"SHV-1064","UAECD-OTC","Venta","Apartamento","28","2","2","No","No","32","San Cristóbal","San Blas","1","4.560715","-74.079627","210","4.6","24000","101","40000","37000","101000","47500000","280000","47500000"
"SHV-1065","Habi","Venta","Apartamento","49","2","2","No","No","13","Usme","Gran Yomasa","2","4.472204","-74.13445","140","6.89","32000","139","59000","16000","107000","120300000","710000","120300000"
"SHV-1066","Metrocuadrado","Venta","Casa","91","3","2","No","No","60","Tunjuelito","Tunjuelito","3","4.561007","-74.146864","190","5.25","73000","207","86000","0","159000","384300000","1970000","384300000"
"SHV-1067","FincaRaíz","Arriendo","Apartamento","52","2","2","No","No","10","Bosa","El Porvenir","2","4.617846","-74.188697","160","6.24","44000","133","49000","25000","118000","114400000","560000","560000"
"SHV-1068","FincaRaíz","Arriendo","Casa","61","3","2","Sí","No","40","Kennedy","Castilla","3","4.609851","-74.180954","230","3.95","59000","152","89000","0","148000","224400000","1210000","1210000"
"SHV-1069","Metrocuadrado","Arriendo","Apartamento","67","2","2","Sí","No","18","Fontibón","Granjas de Techo","3","4.684051","-74.154358","200","4.93","49000","134","116000","193000","358000","234200000","1330000","1330000"
"SHV-1070","UAECD-OTC","Venta","Casa","65","1","1","Sí","Sí","21","Engativá","Santa Cecilia","3","4.686978","-74.105794","175","5.75","67000","148","84000","44000","195000","212300000","1090000","212300000"
"SHV-1071","Habi","Venta","Apartamento","37","3","3","Sí","Sí","15","Suba","Niza","4","4.716253","-74.111552","195","5.09","61000","149","108000","154000","323000","203800000","1100000","203800000"
"SHV-1072","Metrocuadrado","Arriendo","Casa","65","3","3","Sí","No","54","Barrios Unidos","12 de Octubre","3","4.645296","-74.066685","265","2.8","75000","164","86000","0","161000","274400000","1510000","1510000"
"SHV-1073","Properati","Venta","Apartamento","116","2","1","Sí","No","23","Teusaquillo","Nicolás de Federmán","4","4.622296","-74.115956","300","1.65","111000","253","182000","487000","780000","760600000","4070000","760600000"
"SHV-1074","Properati","Venta","Apartamento","72","3","3","No","Sí","38","Los Mártires","La Sabana","3","4.624863","-74.0873","280","2.31","67000","198","125000","189000","381000","258100000","1420000","258100000"
"SHV-1075","Metrocuadrado","Venta","Apartamento","58","3","3","No","No","47","Antonio Nariño","Antonio Nariño","3","4.584759","-74.112049","220","4.27","43000","157","63000","152000","258000","228100000","1010000","228100000"
"SHV-1076","Habi","Arriendo","Apartamento","69","2","2","Sí","No","44","Puente Aranda","Puente Aranda","3","4.611615","-74.128314","245","3.45","61000","125","105000","172000","338000","220800000","1100000","1100000"
"SHV-1077","UAECD-OTC","Venta","Apartamento","43","2","1","Sí","No","51","La Candelaria","La Candelaria","2","4.614568","-74.092431","310","1.33","32000","90","49000","38000","119000","109500000","570000","109500000"
"SHV-1078","Habi","Venta","Apartamento","52","4","3","No","No","39","Rafael Uribe Uribe","Quiroga","2","4.547182","-74.124156","200","4.93","53000","149","57000","49000","159000","114800000","460000","114800000"
"SHV-1079","Habi","Venta","Apartamento","39","2","2","No","No","26","Ciudad Bolívar","Tesoro","1","4.522005","-74.155006","170","5.91","23000","116","55000","18000","96000","67600000","390000","67600000"
"SHV-1080","Properati","Venta","Apartamento","37","2","1","No","No","29","Sumapaz","Sumapaz","1","4.290474","-74.385014","45","10","19000","82","50000","11000","80000","57200000","300000","57200000"
"SHV-1081","UAECD-OTC","Venta","Apartamento","86","2","1","Sí","Sí","11","Usaquén","Santa Bárbara","4","4.68641","-74.05481","180","5.58","104000","160","123000","354000","581000","505000000","2150000","505000000"
"SHV-1082","UAECD-OTC","Venta","Apartamento","139","2","1","Sí","Sí","29","Chapinero","Chico Lago","5","4.624529","-74.045003","320","1","193000","356","212000","954000","1359000","1307900000","7370000","1307900000"
"SHV-1083","Habi","Venta","Apartamento","77","4","3","Sí","No","48","Santa Fe","Sagrado Corazón","3","4.607686","-74.072118","290","1.98","75000","184","121000","266000","462000","328500000","1790000","328500000"
"SHV-1084","Habi","Arriendo","Apartamento","43","2","2","No","No","60","San Cristóbal","Los Libertadores","1","4.567321","-74.066538","210","4.6","18000","128","52000","5000","75000","83500000","460000","460000"
"SHV-1085","FincaRaíz","Venta","Casa","30","2","2","No","No","15","Usme","Gran Yomasa","1","4.497914","-74.13158","140","6.89","18000","104","45000","18000","81000","52200000","250000","52200000"
"SHV-1086","Metrocuadrado","Venta","Apartamento","86","2","1","Sí","Sí","25","Tunjuelito","Venecia","3","4.579998","-74.149818","190","5.25","89000","158","79000","195000","363000","289200000","1650000","289200000"
"SHV-1087","FincaRaíz","Venta","Apartamento","51","2","1","No","Sí","11","Bosa","El Porvenir","2","4.642145","-74.178558","160","6.24","28000","104","57000","53000","138000","100800000","490000","100800000"
"SHV-1088","FincaRaíz","Arriendo","Apartamento","56","3","3","Sí","No","19","Kennedy","Américas","2","4.643414","-74.172662","230","3.95","46000","114","53000","76000","175000","130500000","670000","670000"
"SHV-1089","FincaRaíz","Venta","Apartamento","68","2","1","Sí","Sí","28","Fontibón","Granjas de Techo","3","4.691422","-74.169356","200","4.93","43000","184","105000","151000","299000","228100000","910000","228100000"
"SHV-1090","UAECD-OTC","Venta","Casa","69","1","1","No","No","40","Engativá","Garcés Navas","3","4.691386","-74.098199","175","5.75","42000","151","91000","58000","191000","278300000","1470000","278300000"
"SHV-1091","UAECD-OTC","Venta","Casa","143","3","2","Sí","Sí","15","Suba","Tibabuyes","5","4.728664","-74.115303","195","5.09","210000","301","310000","313000","833000","1161800000","6320000","1161800000"
"SHV-1092","FincaRaíz","Arriendo","Apartamento","40","3","2","Sí","Sí","51","Barrios Unidos","12 de Octubre","4","4.68486","-74.062965","265","2.8","57000","145","118000","212000","387000","288800000","1480000","1480000"
"SHV-1093","UAECD-OTC","Arriendo","Apartamento","81","3","2","No","No","41","Teusaquillo","Teusaquillo","4","4.620073","-74.101498","300","1.65","79000","190","168000","439000","686000","490000000","2450000","2450000"
"SHV-1094","Metrocuadrado","Venta","Apartamento","69","2","2","Sí","No","60","Los Mártires","La Sabana","2","4.590452","-74.080979","280","2.31","34000","172","60000","31000","125000","165200000","930000","165200000"
"SHV-1095","UAECD-OTC","Venta","Apartamento","55","2","2","No","No","45","Antonio Nariño","Antonio Nariño","3","4.576687","-74.08736","220","4.27","49000","123","102000","164000","315000","246800000","1320000","246800000"
"SHV-1096","FincaRaíz","Venta","Apartamento","63","3","3","Sí","No","34","Puente Aranda","Ciudad Montes","3","4.597517","-74.086379","245","3.45","40000","150","113000","220000","373000","211900000","970000","211900000"
"SHV-1097","FincaRaíz","Venta","Apartamento","71","3","3","No","No","58","La Candelaria","La Candelaria","3","4.619072","-74.08445","310","1.33","83000","144","117000","167000","367000","247400000","1460000","247400000"
"SHV-1098","Habi","Arriendo","Casa","65","4","4","No","No","45","Rafael Uribe Uribe","Quiroga","2","4.579276","-74.130042","200","4.93","47000","155","93000","0","140000","139000000","750000","750000"
"SHV-1099","Metrocuadrado","Arriendo","Apartamento","45","2","2","No","No","16","Ciudad Bolívar","Arborizadora","1","4.537656","-74.149214","170","5.91","43000","99","61000","30000","134000","85400000","510000","510000"
"SHV-1100","UAECD-OTC","Venta","Apartamento","53","1","1","No","No","26","Sumapaz","Sumapaz","1","4.281893","-74.387929","45","10","36000","92","62000","60000","158000","81300000","480000","81300000"
"SHV-1101","Metrocuadrado","Arriendo","Apartamento","98","3","3","No","No","16","Usaquén","Toberín","4","4.700846","-74.038207","180","5.58","94000","240","134000","399000","627000","665800000","3890000","3890000"
"SHV-1102","Metrocuadrado","Arriendo","Apartamento","220","4","4","Sí","Sí","32","Chapinero","Chapinero","6","4.642906","-74.057594","320","1","274000","380","512000","2317000","3103000","2600100000","14330000","14330000"
"SHV-1103","Metrocuadrado","Arriendo","Apartamento","68","2","1","Sí","Sí","34","Santa Fe","Sagrado Corazón","3","4.58411","-74.074626","290","1.98","55000","140","65000","228000","348000","283100000","1480000","1480000"
"SHV-1104","Properati","Arriendo","Casa","53","2","1","Sí","No","54","San Cristóbal","Los Libertadores","2","4.569021","-74.061507","210","4.6","44000","149","79000","0","123000","129600000","560000","560000"
"SHV-1105","Metrocuadrado","Venta","Apartamento","58","2","2","No","No","19","Usme","Comuneros","2","4.488243","-74.122767","140","6.89","49000","148","62000","27000","138000","135700000","690000","135700000"
"SHV-1106","UAECD-OTC","Arriendo","Apartamento","53","3","2","Sí","Sí","22","Tunjuelito","Tunjuelito","3","4.554786","-74.122708","190","5.25","53000","145","95000","128000","276000","226200000","1250000","1250000"
"SHV-1107","Habi","Venta","Apartamento","60","2","2","No","No","15","Bosa","Apogeo","2","4.631995","-74.177485","160","6.24","42000","142","92000","82000","216000","155300000","780000","155300000"
"SHV-1108","UAECD-OTC","Venta","Apartamento","55","2","2","No","Sí","24","Kennedy","Carvajal","3","4.645448","-74.154664","230","3.95","42000","160","106000","163000","311000","190900000","1100000","190900000"
"SHV-1109","Habi","Venta","Apartamento","85","3","2","No","No","36","Fontibón","Modelia","4","4.651399","-74.123993","200","4.93","77000","222","175000","437000","689000","436700000","1840000","436700000"
"SHV-1110","Habi","Venta","Apartamento","98","4","3","Sí","No","17","Engativá","Garcés Navas","4","4.694025","-74.129004","175","5.75","89000","241","158000","500000","747000","601400000","2860000","601400000"
"SHV-1111","Habi","Venta","Casa","88","1","1","No","No","18","Suba","Andes","3","4.724854","-74.101722","195","5.09","64000","208","113000","107000","284000","333300000","1670000","333300000"
"SHV-1112","Habi","Venta","Apartamento","101","4","4","Sí","No","29","Barrios Unidos","Alcázares","4","4.661064","-74.090896","265","2.8","69000","231","169000","555000","793000","682400000","3320000","682400000"
"SHV-1113","Metrocuadrado","Arriendo","Casa","121","2","2","Sí","No","50","Teusaquillo","Nicolás de Federmán","4","4.619127","-74.079318","300","1.65","79000","235","139000","130000","348000","764400000","3220000","3220000"
"SHV-1114","FincaRaíz","Venta","Apartamento","77","3","3","Sí","No","58","Los Mártires","Ricaurte","3","4.592001","-74.077484","280","2.31","86000","161","105000","211000","402000","331600000","1430000","331600000"
"SHV-1115","Habi","Venta","Casa","30","2","1","No","No","58","Antonio Nariño","Antonio Nariño","2","4.55897","-74.089506","220","4.27","32000","87","42000","0","74000","74500000","420000","74500000"
"SHV-1116","FincaRaíz","Arriendo","Apartamento","76","3","3","No","No","58","Puente Aranda","Ciudad Montes","4","4.627524","-74.102064","245","3.45","74000","211","139000","337000","550000","441300000","2190000","2190000"
